Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location,Longitude,Latitude
210567,2021,01/24/2022,Southington,1199 WOODRUFF ST,352230.00,425000.00,0.828776471,Residential,Single Family,,,,POINT (-72.835997964 41.604048019),-72.835997964,41.604048019
210207,2021,01/31/2022,Newington,125 WEBSTER CT,65480.00,115000.00,0.5693,Residential,Condo,,,,POINT (-72.722936986 41.652982995),-72.722936986,41.652982995
2100385,2021,11/19/2021,Stamford,11 REVONAH AVENUE,300250.00,515000.00,0.583,Residential,Single Family,,,,POINT (-73.538690039 41.065818021),-73.538690039,41.065818021
210507,2021,01/03/2022,Norwalk,7 PARK ST,838980.00,980000.00,0.8561,Commercial,,25 - Other,1-68-1-0,,POINT (-73.408703987 41.119386009),-73.408703987,41.119386009
210776,2021,07/12/2022,Norwich,616 LAUREL HILL RD,180500.00,275000.00,0.656363636,Residential,Single Family,01 - Family,,,POINT (-72.075456005 41.497598016),-72.075456005,41.497598016
210961,2021,07/05/2022,Southington,137 NUNZIO DR,204540.00,375001.00,0.5454,Residential,Single Family,,,,POINT (-72.88755899 41.580090989),-72.88755899,41.580090989
21093,2021,11/24/2021,Ridgefield,3 JUNIPER LANE,173900.00,315000.00,0.552,Residential,Condo,,,,POINT (-73.49866 41.2845),-73.49866,41.2845
210028,2021,10/04/2021,Waterbury,201 MORAN ST,51750.00,200000.00,0.25875,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-73.036261999 41.576851006),-73.036261999,41.576851006
21021,2021,10/26/2021,Orange,10 LAKESIDE DRIVE,175400.00,334240.00,0.524772618,Residential,Condo,07 - Change in Property,UNFINISHED AS OF 10/1/21,,POINT (-73.010361531 41.254019158),-73.010361531,41.254019158
216640,2021,09/14/2022,Southbury,966 B HERITAGE VILLAGE,96040.00,282000.00,0.3405,Residential,Condo,,,,POINT (-73.247620991 41.48999299),-73.247620991,41.48999299
210564,2021,01/18/2022,Norwalk,94 WASHINGTON ST UNIT 3,94660.00,149000.00,0.6353,Residential,Condo,,2-43-3-3,,POINT (-73.418030028 41.098765019),-73.418030028,41.098765019
210220,2021,12/17/2021,Southington,23 MANOR RD,138340.00,285000.00,0.4854,Residential,Single Family,,,,POINT (-72.918396011 41.581268982),-72.918396011,41.581268982
210929,2021,06/09/2022,New Haven,201 FARREN AV,200095.00,400000.00,0.5002375,Residential,Three Family,25 - Other,,DUPLICATE ENTRY - ALSO SEE #210928,POINT (-72.891901989 41.299929019),-72.891901989,41.299929019
2101038,2021,08/04/2022,Stratford,110 DAHL AVENUE,168000.00,400000.00,0.42,Residential,Single Family,,,,POINT (-73.136664961 41.217783015),-73.136664961,41.217783015
21302,2021,08/15/2022,Stafford,51 OLD SPRINGFIELD RD,1081710.00,70000.00,15.453,Commercial,,08 - Part Interest,CAMPSITE,,POINT (-72.362771971 41.976389006),-72.362771971,41.976389006
210062,2021,03/22/2022,New Hartford,462 WEST HILL ROAD,230370.00,385000.00,0.5983,Residential,Single Family,,,,POINT (-73.026923972 41.872427003),-73.026923972,41.872427003
210007,2021,10/12/2021,Old Lyme,35 & 39 WEST END DR,158300.00,424900.00,0.372558249,Residential,Single Family,01 - Family,MULTI-PARCEL SALE,,POINT (-72.28621896 41.281520012),-72.28621896,41.281520012
211042,2021,04/07/2022,Norwalk,4 POGANY ST 1,191870.00,409000.00,0.4691,Residential,Condo,,,,POINT (-73.431035976 41.092094994),-73.431035976,41.092094994
21152,2021,05/19/2022,Old Saybrook,16 GEORGE DR,231100.00,330100.00,0.700090882,Residential,Single Family,01 - Family,,,POINT (-72.38496197 41.26845602),-72.38496197,41.26845602
210313,2021,04/26/2022,Newington,2920 BERLIN TPK,2940000.00,5725806.00,0.5134,Commercial,,,,,POINT (-72.71732899 41.668859996),-72.71732899,41.668859996
210149,2021,12/20/2021,Newington,130 WAVERLY DR,411000.00,730000.00,0.563,Residential,Single Family,,,,POINT (-72.712064987 41.670947006),-72.712064987,41.670947006
210081,2021,12/06/2021,Seymour,23 PATTON AVE,178780.00,313500.00,0.5702,Residential,Single Family,,,,POINT (-73.074907015 41.375270007),-73.074907015,41.375270007
210840,2021,08/08/2022,Torrington,49 NUTMEG DR,83440.00,118000.00,0.7071,Residential,Single Family,,,,POINT (-73.088175986 41.810131987),-73.088175986,41.810131987
2100600,2021,03/22/2022,Stratford,FERRY BOULEVARD,349300.00,890000.00,0.3924,Vacant Land,,24 - Plottage,"2 VAC COMMERCIAL LOTS TO BE COMBINED. ACCT 0574400 ASSMT=92,400.  ACCT 0574600 ASSMT=256,900.",,POINT (-73.123020454 41.19386844),-73.123020454,41.19386844
210076,2021,04/22/2022,New Hartford,170 COTTON HILL ROAD,135450.00,250000.00,0.5418,Residential,Single Family,,,,POINT (-73.038387985 41.819513013),-73.038387985,41.819513013
210308,2021,04/01/2022,South Windsor,45 VINCENT CIRCLE,329200.00,567000.00,0.5805,Residential,Single Family,,,,POINT (-72.511274737 41.854259647),-72.511274737,41.854259647
2101938,2021,07/13/2022,Stamford,0 SOUTHFIELD AVE DOCK# 9,16800.00,11071.00,1.517478096,Residential,Condo,25 - Other,,MULTIPLE PARCEL SALE,POINT (-73.547783335 41.034303341),-73.547783335,41.034303341
21049,2021,11/16/2021,Oxford,4 SPLIT RAIL COURT,275300.00,560000.00,0.4916,Residential,Single Family,,,,POINT (-73.135244983 41.436240012),-73.135244983,41.436240012
211094,2021,07/19/2022,New Haven,46 AVON ST,358610.00,645000.00,0.5559,Residential,Two Family,,,,POINT (-72.912119978 41.320110001),-72.912119978,41.320110001
210103,2021,02/09/2022,Tolland,52 KOZLEY RD,238800.00,480000.00,0.4975,Residential,Single Family,,,,POINT (-72.367391567 41.890556423),-72.367391567,41.890556423
210204,2021,10/26/2021,Waterbury,106 WOLCOTT ST,79850.00,225000.00,0.3548,Residential,Three Family,,,,POINT (-73.024203038 41.552204984),-73.024203038,41.552204984
210305,2021,12/16/2021,New Haven,79 KENNY DR,132685.00,300000.00,0.4422,Residential,Single Family,,,,POINT (-72.874749011 41.324403003),-72.874749011,41.324403003
21246,2021,03/29/2022,Southbury,477 B HERITAGE VILLAGE,95050.00,280000.00,0.3394,Residential,Condo,,,,POINT (-73.227329895 41.496591845),-73.227329895,41.496591845
210490,2021,03/31/2022,Torrington,157 AETNA AVE,90910.00,220000.00,0.4132,Residential,Single Family,,,,POINT (-73.142708984 41.800046001),-73.142708984,41.800046001
210163,2021,12/28/2021,Newington,20 BERKSHIRE DR,200080.00,410000.00,0.488,Residential,Single Family,,,,POINT (-72.744414021 41.664526007),-72.744414021,41.664526007
212041,2021,08/08/2022,Waterbury,380 HITCHCOCK RD #270,72470.00,165000.00,0.4392,Residential,Condo,,,,POINT (-72.965893994 41.546696984),-72.965893994,41.546696984
210665,2021,04/01/2022,New Haven,43 CHESTNUT ST #102,117075.00,185000.00,0.6328,Residential,Condo,,,,POINT (-72.915357991 41.302157012),-72.915357991,41.302157012
2100904,2021,06/24/2022,Stratford,23 HIGHLAND TERRACE,219870.00,550000.00,0.3997,Residential,Single Family,,,,POINT (-73.127436989 41.217095992),-73.127436989,41.217095992
210786,2021,03/15/2022,Norwalk,4 AIKEN ST,290160.00,540000.00,0.5373,Residential,Two Family,,1-102-36-0,,POINT (-73.421478008 41.129463991),-73.421478008,41.129463991
21246,2021,09/16/2022,Oxford,671 OXFORD ROAD,255000.00,500000.00,0.51,Residential,Single Family,,,,POINT (-73.144111025 41.449406013),-73.144111025,41.449406013
2100194,2021,04/27/2022,Seymour,142-144 ROOSEVELT DR,124110.00,31533.32,3.9358,Residential,Single Family,08 - Part Interest,,,POINT (-73.130848004 41.352318009),-73.130848004,41.352318009
210067,2021,06/16/2022,Washington,77 OLD LITCHFIELD RD,289410.00,645000.00,0.4486,Residential,Single Family,25 - Other,SALE OUT OF ESTATE/TRUST,,POINT (-73.290416977 41.649786011),-73.290416977,41.649786011
2101745,2021,06/17/2022,Stamford,752 HOPE STREET,321780.00,890000.00,0.361550562,Residential,Two Family,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.519624981 41.084776),-73.519624981,41.084776
212297,2021,09/14/2022,Waterbury,ALLEN ST,4000.00,9000.00,0.4444,Vacant Land,,,,,POINT (-73.022895286 41.532671168),-73.022895286,41.532671168
2100294,2021,08/15/2022,Seymour,31 HOLBROOK RD,156520.00,124000.00,1.2622,Residential,Single Family,25 - Other,TRANSFER OF CONVIENCE,,POINT (-73.111881014 41.393006994),-73.111881014,41.393006994
2100471,2021,02/09/2022,Stratford,2 MARR STREET,194460.00,395000.00,0.4923,Residential,Single Family,,,,POINT (-73.136498999 41.203755984),-73.136498999,41.203755984
21074,2021,11/23/2021,Plainfield,535 NORWICH RD,189880.00,103000.00,1.843495146,Residential,Single Family,14 - Foreclosure,,,POINT (-71.914808029 41.68397701),-71.914808029,41.68397701
2100642,2021,04/07/2022,Stratford,294 KENYON STREET,164080.00,370000.00,0.4434,Residential,Single Family,,,,POINT (-73.151693965 41.215030021),-73.151693965,41.215030021
2101758,2021,06/21/2022,Stamford,61 SEAVIEW AVENUE #D-36,262810.00,380000.00,0.6916,Residential,Condo,,,,POINT (-73.523111014 41.040732996),-73.523111014,41.040732996
210053,2021,09/06/2022,Roxbury,CARRIAGE LN,140080.00,125000.00,1.1206,Vacant Land,,25 - Other,SALE PRICE LOW,,POINT (-73.283091451 41.545408653),-73.283091451,41.545408653
210381,2021,07/18/2022,Simsbury,2 KELLY FARM ROAD,404850.00,750000.00,0.5398,Residential,Single Family,,,,POINT (-72.818041999 41.899595015),-72.818041999,41.899595015
210394,2021,05/24/2022,South Windsor,76 CINNAMON SPRINGS,85800.00,145000.00,0.5917,Residential,Condo,,,,POINT (-72.574865889 41.808528906),-72.574865889,41.808528906
210075,2021,10/20/2021,Stratford,1537 WEST BROAD STREET,196910.00,369900.00,0.5323,Residential,Two Family,,,,POINT (-73.139368041 41.192545984),-73.139368041,41.192545984
2100540,2021,07/06/2022,New Milford,16 OLD NORTHVILLE RD,264390.00,500000.00,0.52878,Residential,Single Family,,SALES RATIO,,POINT (-73.378112974 41.627085009),-73.378112974,41.627085009
210124,2021,11/16/2021,Southington,70 MOUNTAIN POND RD,293170.00,557500.00,0.5258,Residential,Single Family,,,,POINT (-72.920654012 41.627328001),-72.920654012,41.627328001
210855,2021,05/05/2022,Norwalk,33 NEW CANAAN CT,394770.00,730000.00,0.5407,Residential,Single Family,,,,POINT (-73.439546038 41.127858018),-73.439546038,41.127858018
211370,2021,09/30/2022,New Haven,869 ORANGE ST #5W,269675.00,486000.00,0.5548,Residential,Condo,,,,POINT (-72.909534999 41.323787016),-72.909534999,41.323787016
210022,2021,10/28/2021,North Branford,54 ACORN LN,261000.00,140000.00,1.864285714,Residential,Single Family,01 - Family,,,POINT (-72.746275977 41.411611005),-72.746275977,41.411611005
211202,2021,04/01/2022,Waterbury,463 HIGHLAND AVE,95100.00,200000.00,0.4755,Residential,Single Family,25 - Other,ESTATE LIQUIDATION,,POINT (-73.055373995 41.545092981),-73.055373995,41.545092981
211477,2021,08/15/2022,Norwalk,76 NEW CANAAN AVE 5,252080.00,398000.00,0.6333,Residential,Condo,,,,POINT (-73.430904967 41.127091996),-73.430904967,41.127091996
2100956,2021,07/08/2022,Stratford,119 BREAKERS LANE,149240.00,369000.00,0.4044,Residential,Condo,,,,POINT (-73.114133986 41.169868997),-73.114133986,41.169868997
210390,2021,06/06/2022,Newington,199 EDDY LN,210890.00,430000.00,0.4904,Residential,Single Family,,,,POINT (-72.74725096 41.662567994),-72.74725096,41.662567994
21051,2021,05/03/2022,Sherman,3 & 5 EVANS HILL RD,438900.00,521400.00,0.841772152,Residential,Single Family,18 - In Lieu Of Foreclosure,,,POINT (-73.495288963 41.644931003),-73.495288963,41.644931003
210611,2021,03/17/2022,New Haven,64 ELLSWORTH AV,169575.00,325000.00,0.5217,Residential,Three Family,,,,POINT (-72.950862978 41.312249997),-72.950862978,41.312249997
210708,2021,06/22/2022,Norwich,8 PHILLIPS AVE,61400.00,27500.00,2.232727273,Residential,Single Family,08 - Part Interest,,,POINT (-72.07384098 41.511814018),-72.07384098,41.511814018
211339,2021,07/18/2022,Norwalk,115 FILLOW ST 61,147320.00,265000.00,0.5559,Residential,Condo,,,,POINT (-73.437804027 41.116654012),-73.437804027,41.116654012
210331,2021,04/14/2022,South Windsor,404 TWIN CIRCLE DR,73700.00,90000.00,0.8188,Residential,Condo,,,,POINT (-72.578656856 41.824361902),-72.578656856,41.824361902
211772,2021,07/01/2022,Waterbury,43 FRAMINGHAM DR,797580.00,2370000.00,0.3365,Apartments,,,,,POINT (-73.006954004 41.564070993),-73.006954004,41.564070993
210234,2021,11/30/2021,New Haven,23 ELLIS ST UNIT 3,94535.00,178000.00,0.531,Residential,Condo,,,,POINT (-72.876450034 41.329017995),-72.876450034,41.329017995
211037,2021,07/26/2022,Southington,71 RIVER CREST DR,229160.00,470000.00,0.4875,Residential,Condo,,,,POINT (-72.89648798 41.56246699),-72.89648798,41.56246699
210379,2021,09/06/2022,Tolland,195 EATON ROAD,166900.00,342000.00,0.488,Residential,Single Family,,,,POINT (-72.414344983 41.891451996),-72.414344983,41.891451996
2100414,2021,11/23/2021,Stamford,17 CLUB CIRCLE,453710.00,800000.00,0.5671,Residential,Single Family,,,,POINT (-73.539558991 41.102986984),-73.539558991,41.102986984
210459,2021,05/06/2022,Wallingford,16 LILY LN,166600.00,325000.00,0.5126,Residential,Condo,,,,POINT (-72.84669696 41.445002999),-72.84669696,41.445002999
210304,2021,04/21/2022,Newington,489 NEW BRITAIN AVE,162460.00,255000.00,0.637098039,Residential,Two Family,25 - Other,PRIVATE SALE,,POINT (-72.742964035 41.673373986),-72.742964035,41.673373986
210164,2021,07/22/2022,Old Lyme,54 SWAN AVE,175900.00,516511.00,0.340554219,Residential,Single Family,07 - Change in Property,,"PER MLS HAS 2 FULL BATHS, UPDATED KITCHEN AND BATHS",POINT (-72.276941031 41.286732006),-72.276941031,41.286732006
210070,2021,06/29/2022,Sterling,480 STERLING RD,79500.00,115000.00,0.6913,Residential,Single Family,,CONVENTIONAL BUILT 1910 ON .6 ACRES,,POINT (-71.823949959 41.706229999),-71.823949959,41.706229999
2100761,2021,05/16/2022,Stratford,75 LAMBERT DRIVE,186410.00,360000.00,0.5178,Residential,Single Family,,,,POINT (-73.145488004 41.216538009),-73.145488004,41.216538009
21078,2021,11/15/2021,Ridgefield,104 STANDISH RD,621400.00,960000.00,0.6472,Residential,Single Family,,,,POINT (-73.467086038 41.286449996),-73.467086038,41.286449996
210085,2021,05/31/2022,Preston,43 LYNN DR,131900.00,273000.00,0.4831,Residential,Single Family,,,,POINT (-71.982689962 41.495293999),-71.982689962,41.495293999
210042,2021,10/18/2021,South Windsor,949 PLEASANT VLY RD #2-9,65500.00,90000.00,0.7277,Residential,Condo,,,,POINT (-72.581408887 41.808544454),-72.581408887,41.808544454
2102013,2021,07/22/2022,Stamford,19 CARTER DRIVE,414380.00,830000.00,0.4992,Residential,Single Family,,,,POINT (-73.51588397 41.043036008),-73.51588397,41.043036008
21038,2021,11/01/2021,Stafford,8 SOUTH RD,1776460.00,5000.00,355.292,Commercial,,08 - Part Interest,CAMPSITE,,POINT (-72.24138701 41.967390991),-72.24138701,41.967390991
210010,2021,10/18/2021,Somers,35 PIPER LANE,254900.00,485000.00,0.5255,Residential,Single Family,,,,POINT (-72.445962025 41.966048),-72.445962025,41.966048
213199,2021,05/27/2022,Southbury,194 WILLOW CREEK ESTATES DR,116860.00,290000.00,0.4029,Vacant Land,,,,,POINT (-73.204582517 41.449397538),-73.204582517,41.449397538
2101223,2021,04/01/2022,Stamford,57 HARBOR DRIVE GARAGE 202B,19110.00,425000.00,0.0449,Residential,Condo,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.529379682 41.039351823),-73.529379682,41.039351823
211521,2021,05/20/2022,Waterbury,673 MERIDEN RD,72500.00,215000.00,0.3372,Residential,Single Family,,,,POINT (-72.996680975 41.554237009),-72.996680975,41.554237009
210046,2021,07/22/2022,Roxbury,87 RUCUM RD,210840.00,220000.00,0.9583,Residential,Single Family,08 - Part Interest,SALE OF PARTIAL INTEREST SALE INCLUDES TWO PARCELS,,POINT (-73.263576028 41.534828),-73.263576028,41.534828
2100183,2021,11/19/2021,Stratford,20 MARSH WAY,0.00,115000.00,0,Apartments,,25 - Other,APARTMENT UNIT NOT INDIVIDUALLY ASSESSED,,POINT (-73.15424198 41.208139007),-73.15424198,41.208139007
2101807,2021,06/27/2022,Stamford,105 BURWOOD AVE,349390.00,628500.00,0.5559,Residential,Two Family,,,,POINT (-73.548913027 41.03192898),-73.548913027,41.03192898
210439,2021,08/31/2022,Simsbury,8 ERINS WAY,432090.00,900000.00,0.4801,Residential,Condo,,PUD,,POINT (-72.825843037 41.859378015),-72.825843037,41.859378015
21292,2021,06/30/2022,Plainfield,87 MAIN ST,301650.00,530000.00,0.5691,Residential,Single Family,,,,POINT (-71.904134484 41.719672011),-71.904134484,41.719672011
210067,2021,10/20/2021,New Haven,40 FOXON HILL RD UNIT E15,88690.00,158000.00,0.561329114,Residential,Condo,,,,POINT (-72.864069041 41.329669017),-72.864069041,41.329669017
2102032,2021,07/26/2022,Stamford,485 FAIRFIELD AVENUE #10,131360.00,325000.00,0.4041,Residential,Condo,,,,POINT (-73.552135031 41.035028985),-73.552135031,41.035028985
210537,2021,04/20/2022,Norwich,11 STARRWOOD DR #C3,78900.00,166000.00,0.4753,Residential,Condo,,,,POINT (-72.096802622 41.531722986),-72.096802622,41.531722986
2100648,2021,12/27/2021,Stamford,1260 ROCK RIMMON ROAD,407590.00,830000.00,0.491,Residential,Single Family,,,,POINT (-73.58965201 41.158780996),-73.58965201,41.158780996
210239,2021,12/27/2021,Norwich,2 ALICE CT,167400.00,338000.00,0.4952,Residential,Single Family,,,,POINT (-72.095647004 41.523823986),-72.095647004,41.523823986
21041,2021,11/01/2021,Stafford,141 MONSON RD,132090.00,267900.00,0.493,Residential,Single Family,,,,POINT (-72.315891987 41.990509998),-72.315891987,41.990509998
210192,2021,12/01/2021,Torrington,177 E PEARL ST,75330.00,100000.00,0.7533,Residential,Two Family,,,,POINT (-73.116360974 41.80667902),-73.116360974,41.80667902
210184,2021,02/03/2022,Stonington,RIVERSIDE DR,9100.00,20000.00,0.455,Vacant Land,,12 - Non Buildable Lot,,,POINT (-71.845555264 41.332985186),-71.845555264,41.332985186
211242,2021,06/30/2022,Norwalk,9 OLMSTEAD PL,279100.00,520000.00,0.5367,Residential,Single Family,,,,POINT (-73.404208018 41.10792602),-73.404208018,41.10792602
211355,2021,09/23/2022,New Haven,298 EASTERN ST,48930.00,80000.00,0.6116,Residential,Condo,,,,POINT (-72.873978965 41.315259981),-72.873978965,41.315259981
21233,2021,03/21/2022,Ridgefield,47 WILTON RD WEST,289850.00,561000.00,0.5166,Residential,Single Family,07 - Change in Property,,,POINT (-73.486942013 41.247662991),-73.486942013,41.247662991
21282,2021,07/25/2022,Stafford,72 GILBERT RD,230860.00,375000.00,0.6156,Residential,Single Family,,,,POINT (-72.392774994 42.023352013),-72.392774994,42.023352013
210476,2021,05/16/2022,Wallingford,50 CLEARVIEW DR,345400.00,775000.00,0.4456,Residential,Single Family,,,,POINT (-72.873991035 41.449902012),-72.873991035,41.449902012
210249,2021,04/20/2022,Stonington,13 ELM ST,655000.00,1700000.00,0.3852,Residential,Single Family,,,,POINT (-71.904827027 41.335805995),-71.904827027,41.335805995
210143,2021,11/22/2021,Wallingford,25 LINCOLN AVE,167800.00,330000.00,0.5084,Residential,Single Family,,,,POINT (-72.828703026 41.440908984),-72.828703026,41.440908984
211647,2021,06/10/2022,Waterbury,210 PARKLAWN DR,88770.00,245000.00,0.3623,Residential,Single Family,,,,POINT (-73.070878001 41.557422006),-73.070878001,41.557422006
21459,2021,08/01/2022,Ridgefield,29 WOODLAND WAY,176310.00,405000.00,0.4353,Residential,Single Family,07 - Change in Property,,,POINT (-73.490224031 41.33274702),-73.490224031,41.33274702
211942,2021,07/27/2022,Waterbury,76 MIDDLESEX ST,100620.00,310000.00,0.3245,Residential,Two Family,,,,POINT (-73.057007963 41.58422398),-73.057007963,41.58422398
214000,2021,05/17/2022,Newtown,53 SPRING TRAIL,127530.00,395000.00,0.3228,Residential,Single Family,,,,POINT (-73.221238029 41.427267018),-73.221238029,41.427267018
210859,2021,05/31/2022,Southington,115 RESERVOIR RIDGE DR,620150.00,1225000.00,0.5062,Residential,Single Family,,,,POINT (-72.834988028 41.620162982),-72.834988028,41.620162982
2101177,2021,09/21/2022,Stratford,45 ST ANDREW STREET,159670.00,300000.00,0.5322,Residential,Single Family,,,,POINT (-73.146413244 41.205054155),-73.146413244,41.205054155
21052,2021,11/01/2021,Plainville,114 S WASHINGTON ST #26,44170.00,85000.00,0.5196,Residential,Condo,,,,POINT (-72.873852985 41.662888015),-72.873852985,41.662888015
210436,2021,01/25/2022,New Haven,260 UPSON TER,156730.00,310000.00,0.5055,Residential,Single Family,,,,POINT (-72.891697973 41.280221991),-72.891697973,41.280221991
2100702,2021,01/03/2022,Stamford,333 HAMILTON AVENUE,7959030.00,19361702.00,0.411070783,Apartments,,,,,POINT (-73.511572989 41.062100982),-73.511572989,41.062100982
210108,2021,07/05/2022,New Hartford,425 MAIN STREET,353080.00,1500000.00,0.2353,Commercial,,,,,POINT (-72.969733995 41.876502997),-72.969733995,41.876502997
2100091,2021,08/10/2022,Sterling,85 NEWPORT RD,95410.00,190700.00,0.50031463,Residential,Single Family,14 - Foreclosure,RANCH BUILT 1995 ON 1.3 ACRES,SALE OF A FORECLOSED PROPERTY - SEE PREVIOUS SALE #210049,POINT (-71.812138013 41.689784998),-71.812138013,41.689784998
210224,2021,06/08/2022,Suffield,29 LISE CIR,497910.00,880000.00,0.5658,Residential,Single Family,,"OVER ASK PRICE OF $840,000",,POINT (-72.630560031 42.002521014),-72.630560031,42.002521014
